uptime,temp_cpu,crit_temp_cpu,temp_gpu,cpu_usage,gpu_usage,ram_usage
1146321,46.66666666666666,100.0,50.0,2.0,0.0,28.5
1147381,46.44444444444444,100.0,50.0,1.7,0.0,28.5
1148435,46.55555555555556,100.0,50.0,2.3,0.0,28.6
1149486,46.66666666666666,100.0,50.0,1.8,0.0,28.7
1150540,46.333333333333336,100.0,50.0,1.5,0.0,28.6
1151599,46.77777777777778,100.0,50.0,3.5,0.0,28.8
1152660,45.888888888888886,100.0,50.0,2.3,0.0,28.7
1153711,46.11111111111112,100.0,50.0,2.3,0.0,28.7
1154770,46.333333333333336,100.0,50.0,1.5,0.0,28.6
1155816,47.333333333333336,100.0,50.0,6.8,0.0,27.5
1156871,46.55555555555556,100.0,50.0,4.3,0.0,27.5
1157934,47.11111111111112,100.0,50.0,4.7,0.02,27.6
1158995,46.66666666666666,100.0,51.0,1.9,0.03,27.6
1160048,47.333333333333336,100.0,51.0,1.8,0.0,27.7
1161109,47.44444444444444,100.0,51.0,1.8,0.0,27.5
1162176,47.22222222222222,100.0,50.0,1.6,0.0,27.5
1163239,46.0,100.0,50.0,2.9,0.0,27.5
1164298,47.22222222222222,100.0,50.0,2.0,0.04,27.5
1165356,46.44444444444444,100.0,50.0,1.4,0.0,27.5
1166413,47.0,100.0,50.0,1.7,0.0,27.5
1167464,47.11111111111112,100.0,50.0,1.6,0.0,27.3
1168519,47.0,100.0,50.0,3.0,0.0,27.5
1169572,47.44444444444444,100.0,50.0,1.8,0.0,27.6
1170624,47.11111111111112,100.0,50.0,1.3,0.0,27.6
1171683,46.333333333333336,100.0,50.0,1.8,0.0,27.5
1172744,46.55555555555556,100.0,50.0,2.3,0.0,27.5
1173801,47.333333333333336,100.0,50.0,4.9,0.0,27.5
1174866,46.888888888888886,100.0,50.0,1.8,0.0,27.6
1175919,46.44444444444444,100.0,50.0,1.6,0.0,27.5
1176979,46.77777777777778,100.0,51.0,1.9,0.0,27.5
1178023,47.11111111111112,100.0,50.0,6.8,0.0,27.6
1179078,46.888888888888886,100.0,51.0,1.6,0.14,27.7
1180126,46.77777777777778,100.0,51.0,1.4,0.0,27.5
1181177,47.333333333333336,100.0,51.0,1.7,0.0,27.4
1182229,46.888888888888886,100.0,51.0,1.7,0.0,27.5
1183285,47.22222222222222,100.0,51.0,2.9,0.0,27.5
1184332,47.0,100.0,51.0,1.8,0.1,27.4
1185389,47.0,100.0,51.0,1.8,0.0,27.5
1186447,47.44444444444444,100.0,51.0,1.8,0.0,27.5
1187510,47.44444444444444,100.0,51.0,1.5,0.0,27.6
1188563,46.77777777777778,100.0,51.0,5.3,0.0,27.4
1189613,47.66666666666666,100.0,51.0,1.6,0.09,27.4
1190671,47.44444444444444,100.0,51.0,1.8,0.0,27.6
1191729,47.44444444444444,100.0,51.0,1.4,0.0,27.6
1192790,47.22222222222222,100.0,51.0,1.8,0.0,27.4
1193843,47.22222222222222,100.0,51.0,2.6,0.0,27.4
1194906,47.44444444444444,100.0,51.0,1.5,0.0,27.5
1195966,48.11111111111112,100.0,51.0,1.6,0.0,27.5
1197019,46.77777777777778,100.0,51.0,1.7,0.0,27.5
1198076,47.0,100.0,51.0,2.3,0.0,27.4
1199135,47.44444444444444,100.0,51.0,2.3,0.0,27.4
1200184,47.44444444444444,100.0,51.0,1.8,0.08,27.6
1201248,47.55555555555556,100.0,51.0,1.3,0.0,27.7
1202297,47.22222222222222,100.0,51.0,1.9,0.0,27.6
1203357,48.0,100.0,51.0,4.7,0.0,27.6
1204413,48.0,100.0,51.0,1.8,0.06,27.6
1205467,48.22222222222222,100.0,51.0,1.6,0.0,27.4
1206518,47.44444444444444,100.0,51.0,1.4,0.0,27.3
1207578,47.55555555555556,100.0,51.0,1.3,0.0,27.3
1208634,47.55555555555556,100.0,51.0,2.9,0.0,27.1
1209688,47.66666666666666,100.0,51.0,1.6,0.19,27.1
1210737,47.333333333333336,100.0,51.0,1.5,0.0,27.2
1211793,47.44444444444444,100.0,51.0,1.7,0.0,27.2
1212847,47.888888888888886,100.0,51.0,1.8,0.0,27.1
1213902,47.44444444444444,100.0,51.0,2.9,0.0,27.2
1214957,47.11111111111112,100.0,51.0,1.4,0.05,27.2
1216016,47.333333333333336,100.0,51.0,1.8,0.0,27.3
1217072,48.333333333333336,100.0,51.0,1.4,0.0,27.4
1218125,48.22222222222222,100.0,51.0,1.3,0.0,27.5
1219188,47.77777777777778,100.0,51.0,4.3,0.0,27.7
1220242,47.77777777777778,100.0,51.0,1.8,0.0,27.5
1221294,48.11111111111112,100.0,51.0,1.6,0.0,27.6
1222342,47.77777777777778,100.0,51.0,1.7,0.0,27.6
1223397,48.22222222222222,100.0,51.0,2.4,0.0,27.5
1224455,48.22222222222222,100.0,51.0,2.3,0.0,27.6
1225514,47.66666666666666,100.0,51.0,1.7,0.0,27.5
1226565,48.11111111111112,100.0,51.0,1.5,0.0,27.6
1227619,47.888888888888886,100.0,51.0,1.5,0.0,27.5
1228679,47.888888888888886,100.0,51.0,3.2,0.0,27.5
1229738,48.11111111111112,100.0,51.0,1.8,0.0,27.4
1230801,47.888888888888886,100.0,51.0,1.9,0.0,27.4
1231852,47.66666666666666,100.0,52.0,1.5,0.0,27.4
1232894,47.55555555555556,100.0,51.0,2.0,0.0,27.3
1233946,48.333333333333336,100.0,51.0,2.9,0.0,27.4
1234998,48.77777777777778,100.0,51.0,1.8,0.0,27.4
1236043,47.77777777777778,100.0,51.0,3.9,0.0,27.5
1237095,47.55555555555556,100.0,51.0,2.7,0.0,27.7
1238147,48.11111111111112,100.0,51.0,1.6,0.0,27.6
1239201,48.333333333333336,100.0,51.0,2.9,0.0,27.4
1240260,47.66666666666666,100.0,52.0,1.8,0.09,27.4
1241319,48.22222222222222,100.0,51.0,1.7,0.0,27.5
1242379,48.55555555555556,100.0,52.0,4.3,0.0,27.6
1243434,47.888888888888886,100.0,52.0,1.8,0.0,27.7
1244488,50.44444444444444,100.0,52.0,2.2,0.0,27.7
1245534,48.0,100.0,52.0,1.7,0.0,27.5
1246588,48.55555555555556,100.0,52.0,1.8,0.0,27.4
1247643,47.888888888888886,100.0,52.0,8.4,0.0,27.5
1269444,56.77777777777778,100.0,54.0,7.4,0.05,28.5
88839552,48.66666666666666,100.0,-1.0,6.8,-1.0,49.2
88840574,41.22222222222222,100.0,-1.0,5.9,-1.0,49.4
88841499,41.22222222222222,100.0,-1.0,8.4,-1.0,49.7
88933699,53.333333333333336,100.0,-1.0,7.0,-1.0,49.7
88934718,42.77777777777778,100.0,-1.0,6.9,-1.0,49.7
88935679,42.77777777777778,100.0,-1.0,7.5,-1.0,50.4
89045815,50.55555555555556,100.0,-1.0,8.5,-1.0,49.3
89046835,41.77777777777778,100.0,-1.0,7.0,-1.0,49.2
89047726,41.77777777777778,100.0,-1.0,7.9,-1.0,50.0
89049365,54.0,100.0,-1.0,8.9,-1.0,49.8
89050782,52.44444444444444,100.0,-1.0,2.8,-1.0,49.6
89052243,51.11111111111112,100.0,-1.0,4.6,-1.0,49.4
89053843,53.0,100.0,-1.0,3.0,-1.0,49.3
89055261,52.66666666666666,100.0,-1.0,2.8,-1.0,49.4
89056677,55.66666666666666,100.0,-1.0,2.8,-1.0,49.2
89058114,54.22222222222222,100.0,-1.0,3.0,-1.0,49.3
89059569,53.55555555555556,100.0,-1.0,4.7,-1.0,49.4
89065316,48.888888888888886,100.0,-1.0,7.4,-1.0,50.4
89067365,51.888888888888886,100.0,-1.0,8.0,-1.0,50.2
89069399,53.66666666666666,100.0,-1.0,2.5,-1.0,50.0
89071397,54.77777777777778,100.0,-1.0,2.8,-1.0,49.8
89073419,57.44444444444444,100.0,-1.0,2.8,-1.0,49.8
89075591,54.888888888888886,100.0,-1.0,2.8,-1.0,49.9
89077562,57.66666666666666,100.0,-1.0,2.8,-1.0,49.9
89079708,55.11111111111112,100.0,-1.0,2.8,-1.0,50.1
89081988,54.888888888888886,100.0,-1.0,4.3,-1.0,49.8
89086522,50.44444444444444,100.0,-1.0,7.6,-1.0,50.6
89090292,53.0,100.0,-1.0,8.9,-1.0,50.5
89093884,56.66666666666666,100.0,-1.0,3.0,-1.0,50.0
89097563,54.11111111111112,100.0,-1.0,2.8,-1.0,50.1
89101415,54.333333333333336,100.0,-1.0,2.8,-1.0,50.1
89104923,54.44444444444444,100.0,-1.0,6.9,-1.0,50.8
89108617,58.22222222222222,100.0,-1.0,5.0,-1.0,50.8
89136489,55.11111111111112,100.0,-1.0,8.2,-1.0,49.1
89137509,45.22222222222222,100.0,-1.0,5.4,-1.0,48.9
89138533,44.66666666666666,100.0,-1.0,9.9,-1.0,50.0
89138812,44.66666666666666,100.0,-1.0,8.3,-1.0,50.0
89142631,58.66666666666666,100.0,-1.0,8.6,-1.0,49.9
89146241,57.55555555555556,100.0,-1.0,3.0,-1.0,49.4
89150049,56.333333333333336,100.0,-1.0,2.7,-1.0,49.5
89153546,57.0,100.0,-1.0,2.7,-1.0,49.5
89157299,57.22222222222222,100.0,-1.0,2.9,-1.0,49.7
89161169,57.11111111111112,100.0,-1.0,4.2,-1.0,50.0
89164957,57.77777777777778,100.0,-1.0,4.6,-1.0,50.1
89168517,58.333333333333336,100.0,-1.0,2.9,-1.0,50.3
89172450,59.66666666666666,100.0,-1.0,6.5,-1.0,51.4
89176495,59.55555555555556,100.0,-1.0,3.5,-1.0,51.0
89180335,59.55555555555556,100.0,-1.0,9.9,-1.0,51.4
89184062,60.66666666666666,100.0,-1.0,3.3,-1.0,53.1
89188230,60.77777777777778,100.0,-1.0,8.5,-1.0,52.2
89191869,57.44444444444444,100.0,-1.0,2.7,-1.0,52.1
89195440,60.11111111111112,100.0,-1.0,4.9,-1.0,52.5
89199120,67.33333333333333,100.0,-1.0,3.6,-1.0,52.6
89202724,61.888888888888886,100.0,-1.0,7.7,-1.0,52.5
89206584,62.888888888888886,100.0,-1.0,4.5,-1.0,52.3
89210695,66.33333333333333,100.0,-1.0,13.5,-1.0,52.9
89214444,59.44444444444444,100.0,-1.0,3.9,-1.0,52.5
89218055,61.66666666666666,100.0,-1.0,4.2,-1.0,53.1
89221686,64.22222222222223,100.0,-1.0,3.4,-1.0,53.3
89226351,59.77777777777778,100.0,-1.0,5.6,-1.0,53.2
89230209,59.77777777777778,100.0,-1.0,5.1,-1.0,53.2
89285372,58.22222222222222,100.0,-1.0,8.2,-1.0,50.6
89286394,48.22222222222222,100.0,-1.0,5.3,-1.0,50.5
89287415,47.66666666666666,100.0,-1.0,7.7,-1.0,50.5
89288442,46.888888888888886,100.0,-1.0,10.0,-1.0,51.2
89289005,46.888888888888886,100.0,-1.0,9.3,-1.0,51.5
89292939,58.44444444444444,100.0,-1.0,8.8,-1.0,51.7
89296632,62.333333333333336,100.0,-1.0,3.9,-1.0,51.3
89300658,60.888888888888886,100.0,-1.0,3.5,-1.0,51.4
89304385,60.77777777777778,100.0,-1.0,4.3,-1.0,51.3
89308309,61.333333333333336,100.0,-1.0,6.9,-1.0,51.3
89312012,66.0,100.0,-1.0,5.7,-1.0,53.0
89315853,59.888888888888886,100.0,-1.0,4.2,-1.0,52.0
89319934,61.888888888888886,100.0,-1.0,3.0,-1.0,52.0
89323591,60.22222222222222,100.0,-1.0,6.0,-1.0,52.0
89327438,61.0,100.0,-1.0,2.9,-1.0,52.0
89331061,59.22222222222222,100.0,-1.0,3.7,-1.0,51.9
89334733,61.55555555555556,100.0,-1.0,3.0,-1.0,52.0
89339042,59.44444444444444,100.0,-1.0,2.9,-1.0,51.9
89342615,59.22222222222222,100.0,-1.0,2.9,-1.0,51.8
89346230,59.44444444444444,100.0,-1.0,3.0,-1.0,51.9
89349696,59.333333333333336,100.0,-1.0,2.9,-1.0,52.0
89353440,59.77777777777778,100.0,-1.0,2.9,-1.0,52.2
89357491,59.11111111111112,100.0,-1.0,4.8,-1.0,52.7
89361429,63.44444444444444,100.0,-1.0,8.8,-1.0,53.3
89365218,59.22222222222222,100.0,-1.0,3.5,-1.0,52.5
89369077,60.44444444444444,100.0,-1.0,6.0,-1.0,52.8
89372545,61.77777777777778,100.0,-1.0,4.6,-1.0,53.2
89377146,60.66666666666666,100.0,-1.0,6.2,-1.0,52.8
89381495,60.11111111111112,100.0,-1.0,4.8,-1.0,52.9
89385516,60.44444444444444,100.0,-1.0,7.8,-1.0,53.8
89389486,59.0,100.0,-1.0,6.2,-1.0,54.4
89393344,59.333333333333336,100.0,-1.0,5.3,-1.0,53.6
89396894,57.55555555555556,100.0,-1.0,5.5,-1.0,53.7
89400312,59.44444444444444,100.0,-1.0,5.5,-1.0,54.0
89404049,56.333333333333336,100.0,-1.0,5.8,-1.0,54.0
89407855,56.44444444444444,100.0,-1.0,5.1,-1.0,54.1
89411585,58.0,100.0,-1.0,4.9,-1.0,54.1
89416047,58.77777777777778,100.0,-1.0,4.5,-1.0,54.1
89419796,59.333333333333336,100.0,-1.0,6.0,-1.0,54.1
89423259,60.77777777777778,100.0,-1.0,6.4,-1.0,54.2
89426731,62.0,100.0,-1.0,5.6,-1.0,54.2
89430184,57.77777777777778,100.0,-1.0,7.4,-1.0,54.4
89433650,60.66666666666666,100.0,-1.0,4.9,-1.0,54.4
89437215,62.0,100.0,-1.0,5.9,-1.0,55.5
89441061,59.11111111111112,100.0,-1.0,5.4,-1.0,55.5
89444667,57.66666666666666,100.0,-1.0,5.6,-1.0,55.4
89448893,59.22222222222222,100.0,-1.0,5.4,-1.0,54.9
89453732,62.44444444444444,100.0,-1.0,15.0,-1.0,60.5
89457353,60.888888888888886,100.0,-1.0,6.2,-1.0,57.9
89460858,63.77777777777778,100.0,-1.0,3.4,-1.0,57.5
89464498,61.55555555555556,100.0,-1.0,3.4,-1.0,57.7
89468256,61.333333333333336,100.0,-1.0,3.2,-1.0,57.8
89471743,62.44444444444444,100.0,-1.0,3.4,-1.0,57.9
89475461,59.66666666666666,100.0,-1.0,3.7,-1.0,57.6
89478907,61.22222222222222,100.0,-1.0,3.5,-1.0,58.3
89482282,63.22222222222222,100.0,-1.0,3.4,-1.0,58.4
89486067,62.0,100.0,-1.0,3.2,-1.0,58.4
89490588,60.55555555555556,100.0,-1.0,2.7,-1.0,58.4
89494320,62.11111111111112,100.0,-1.0,3.6,-1.0,58.2
89498106,60.77777777777778,100.0,-1.0,3.0,-1.0,58.5
89501896,59.22222222222222,100.0,-1.0,7.0,-1.0,58.5
89505663,69.0,100.0,-1.0,3.2,-1.0,58.5
89566385,54.66666666666666,100.0,-1.0,6.6,-1.0,53.0
89567406,44.66666666666666,100.0,-1.0,4.4,-1.0,52.7
89568640,46.0,100.0,-1.0,7.7,-1.0,54.2
89572369,56.44444444444444,100.0,-1.0,9.9,-1.0,53.9
89575910,60.11111111111112,100.0,-1.0,4.0,-1.0,53.4
89579668,58.888888888888886,100.0,-1.0,2.9,-1.0,53.4
89583101,60.888888888888886,100.0,-1.0,2.8,-1.0,53.5
89586738,60.333333333333336,100.0,-1.0,2.9,-1.0,53.4
89590284,58.77777777777778,100.0,-1.0,2.8,-1.0,53.9
89593767,60.11111111111112,100.0,-1.0,3.0,-1.0,54.0
89597358,60.77777777777778,100.0,-1.0,2.8,-1.0,54.2
89601000,58.44444444444444,100.0,-1.0,2.8,-1.0,54.2
89604507,59.333333333333336,100.0,-1.0,2.8,-1.0,54.4
89608079,59.55555555555556,100.0,-1.0,2.8,-1.0,54.5
89611761,59.888888888888886,100.0,-1.0,2.7,-1.0,54.4
89615865,59.11111111111112,100.0,-1.0,3.0,-1.0,54.3
89619675,58.66666666666666,100.0,-1.0,2.8,-1.0,54.3
89623296,59.66666666666666,100.0,-1.0,2.9,-1.0,54.5
89626114,54.44444444444444,100.0,-1.0,14.3,-1.0,55.2
89627146,47.44444444444444,100.0,-1.0,4.6,-1.0,55.2
89628191,45.44444444444444,100.0,-1.0,5.6,-1.0,54.6
89629213,45.66666666666666,100.0,-1.0,2.4,-1.0,54.5
89630233,44.55555555555556,100.0,-1.0,2.1,-1.0,54.4
89631253,44.333333333333336,100.0,-1.0,2.0,-1.0,54.4
89632273,44.22222222222222,100.0,-1.0,1.9,-1.0,54.4
89633295,44.55555555555556,100.0,-1.0,1.8,-1.0,54.4
89634315,44.22222222222222,100.0,-1.0,2.2,-1.0,54.4
89635336,44.333333333333336,100.0,-1.0,2.0,-1.0,54.4
89636357,44.22222222222222,100.0,-1.0,1.7,-1.0,54.4
89637375,43.333333333333336,100.0,-1.0,2.6,-1.0,54.3
89638398,43.333333333333336,100.0,-1.0,5.8,-1.0,54.3
89639421,43.44444444444444,100.0,-1.0,4.9,-1.0,54.4
89640440,43.333333333333336,100.0,-1.0,1.9,-1.0,54.4
89641459,42.55555555555556,100.0,-1.0,1.3,-1.0,54.4
89642481,42.77777777777778,100.0,-1.0,1.3,-1.0,54.4
89643501,43.0,100.0,-1.0,1.3,-1.0,54.3
89644521,42.333333333333336,100.0,-1.0,1.6,-1.0,54.3
89645536,42.44444444444444,100.0,-1.0,1.5,-1.0,54.3
89646553,42.11111111111112,100.0,-1.0,1.7,-1.0,54.3
89647577,41.888888888888886,100.0,-1.0,1.4,-1.0,54.3
89648599,41.66666666666666,100.0,-1.0,1.7,-1.0,54.3
89649620,41.55555555555556,100.0,-1.0,3.6,-1.0,54.3
89650637,41.44444444444444,100.0,-1.0,5.3,-1.0,54.7
89651462,41.44444444444444,100.0,-1.0,8.4,-1.0,55.5
89654979,53.11111111111112,100.0,-1.0,8.6,-1.0,55.3
89658607,56.0,100.0,-1.0,2.9,-1.0,54.9
89662054,54.44444444444444,100.0,-1.0,4.5,-1.0,55.7
89665823,57.333333333333336,100.0,-1.0,5.6,-1.0,55.4
89669749,57.11111111111112,100.0,-1.0,6.0,-1.0,56.0
89673375,56.22222222222222,100.0,-1.0,6.4,-1.0,55.9
89677674,60.11111111111112,100.0,-1.0,5.0,-1.0,55.8
89681294,57.11111111111112,100.0,-1.0,17.2,-1.0,55.9
89684889,59.333333333333336,100.0,-1.0,6.0,-1.0,55.8
89688664,56.888888888888886,100.0,-1.0,5.0,-1.0,55.9
89692156,59.77777777777778,100.0,-1.0,6.3,-1.0,56.1
89695968,56.888888888888886,100.0,-1.0,5.9,-1.0,56.3
89699749,58.55555555555556,100.0,-1.0,5.6,-1.0,56.3
89703356,63.0,100.0,-1.0,8.9,-1.0,56.4
89706975,57.66666666666666,100.0,-1.0,4.6,-1.0,56.5
89710690,57.888888888888886,100.0,-1.0,5.3,-1.0,56.6
89715205,60.0,100.0,-1.0,4.9,-1.0,56.7
89719328,55.66666666666666,100.0,-1.0,7.9,-1.0,56.7
89722922,59.0,100.0,-1.0,6.6,-1.0,56.7
89726624,58.888888888888886,100.0,-1.0,4.9,-1.0,56.8
89730495,56.66666666666666,100.0,-1.0,5.4,-1.0,57.0
89734173,68.11111111111111,100.0,-1.0,9.1,-1.0,58.5
89738213,59.11111111111112,100.0,-1.0,6.1,-1.0,57.3
89742161,62.0,100.0,-1.0,6.6,-1.0,57.8
89745859,63.44444444444444,100.0,-1.0,11.5,-1.0,57.8
89749695,62.44444444444444,100.0,-1.0,4.8,-1.0,57.9
89754021,66.88888888888889,100.0,-1.0,7.5,-1.0,57.8
89758046,61.11111111111112,100.0,-1.0,7.3,-1.0,57.7
89761613,61.888888888888886,100.0,-1.0,2.9,-1.0,57.5
89765106,60.22222222222222,100.0,-1.0,2.7,-1.0,57.6
89768542,61.0,100.0,-1.0,2.8,-1.0,57.7
89772164,61.11111111111112,100.0,-1.0,2.8,-1.0,57.8
89775741,59.888888888888886,100.0,-1.0,3.0,-1.0,57.9
89779650,58.77777777777778,100.0,-1.0,2.8,-1.0,58.1
89783306,61.888888888888886,100.0,-1.0,2.9,-1.0,58.2
89787081,60.55555555555556,100.0,-1.0,3.2,-1.0,58.3
89791053,52.44444444444444,100.0,-1.0,2.0,-1.0,58.4
89795377,59.22222222222222,100.0,-1.0,3.0,-1.0,58.3
89799231,60.66666666666666,100.0,-1.0,3.7,-1.0,58.4
89802945,60.333333333333336,100.0,-1.0,3.5,-1.0,58.4
89806439,62.888888888888886,100.0,-1.0,2.8,-1.0,58.5
89810369,59.55555555555556,100.0,-1.0,5.6,-1.0,59.1
89813839,61.22222222222222,100.0,-1.0,2.8,-1.0,58.7
89817084,58.55555555555556,100.0,-1.0,2.6,-1.0,58.8
89820383,61.11111111111112,100.0,-1.0,3.3,-1.0,59.0
89824014,61.55555555555556,100.0,-1.0,3.0,-1.0,59.2
89827387,60.55555555555556,100.0,-1.0,2.7,-1.0,59.3
89831676,62.11111111111112,100.0,-1.0,3.1,-1.0,59.0
89835386,58.44444444444444,100.0,-1.0,2.9,-1.0,59.1
89838953,59.11111111111112,100.0,-1.0,2.8,-1.0,59.3
89842550,59.333333333333336,100.0,-1.0,2.7,-1.0,59.3
89846153,58.55555555555556,100.0,-1.0,2.9,-1.0,59.5
89849666,58.888888888888886,100.0,-1.0,3.2,-1.0,59.6
89853201,59.55555555555556,100.0,-1.0,3.2,-1.0,59.6
89856777,59.333333333333336,100.0,-1.0,2.8,-1.0,59.8
89860641,60.44444444444444,100.0,-1.0,2.7,-1.0,59.9
89864180,60.0,100.0,-1.0,2.7,-1.0,60.1
89868476,59.55555555555556,100.0,-1.0,2.7,-1.0,59.9
89872383,59.77777777777778,100.0,-1.0,3.0,-1.0,60.0
89875875,58.0,100.0,-1.0,2.8,-1.0,60.1
89879536,59.0,100.0,-1.0,2.9,-1.0,60.1
89883201,60.11111111111112,100.0,-1.0,2.9,-1.0,60.2
89886836,60.0,100.0,-1.0,2.8,-1.0,60.3
89890251,61.333333333333336,100.0,-1.0,3.0,-1.0,60.5
89893821,62.77777777777778,100.0,-1.0,3.0,-1.0,60.7
89897281,60.888888888888886,100.0,-1.0,3.0,-1.0,59.2
89900960,59.22222222222222,100.0,-1.0,3.1,-1.0,59.6
89904707,59.44444444444444,100.0,-1.0,3.0,-1.0,59.8
89908831,60.333333333333336,100.0,-1.0,2.7,-1.0,59.9
89912534,59.22222222222222,100.0,-1.0,2.8,-1.0,59.8
89916005,59.66666666666666,100.0,-1.0,2.8,-1.0,60.0
89919588,59.0,100.0,-1.0,3.0,-1.0,60.4
89923270,60.333333333333336,100.0,-1.0,3.1,-1.0,61.2
